capture_event_id,split,site_id,datetime,longitude,latitude,environment_feature_status,chirps_monthly_mm,chirps_source_file,jrc_water_occurrence_pct,jrc_water_seasonality_months,jrc_water_extent_class,month,modis_composite_count,modis_first_calendar_date,modis_latest_calendar_date,modis_ndvi_mean,modis_ndvi_median,modis_ndvi_min,modis_ndvi_max,modis_evi_mean,modis_evi_median,modis_evi_min,modis_evi_max,modis_blue_reflectance_mean,modis_red_reflectance_mean,modis_nir_reflectance_mean,modis_mir_reflectance_mean,modis_pixel_reliability_mean,modis_pixel_reliability_best,modis_vi_quality_mode,modis_full_available,modis_ndvi_seed,modis_evi_seed,modis_seed_available
ASG0011tn0,train_blank,U13,2013-01-25T14:12:40,35.13425445104755,-2.627638268477779,ok,56.51317596435547,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.01.tif,0.0,0.0,0.0,2013-01,2,2013-01-01,2013-01-17,0.6019000000000001,0.6019000000000001,0.5941000000000001,0.6097,0.389,0.389,0.3826,0.3954,0.03965,0.07485,0.30095,0.1213,0.0,0.0,2116,True,,,False
ASG0011tqv,train_blank,U13,2013-01-25T22:49:29,35.13425445104755,-2.627638268477779,ok,56.51317596435547,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.01.tif,0.0,0.0,0.0,2013-01,2,2013-01-01,2013-01-17,0.6019000000000001,0.6019000000000001,0.5941000000000001,0.6097,0.389,0.389,0.3826,0.3954,0.03965,0.07485,0.30095,0.1213,0.0,0.0,2116,True,,,False
ASG0011tx0,train_blank,U13,2013-01-26T17:51:18,35.13425445104755,-2.627638268477779,ok,56.51317596435547,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.01.tif,0.0,0.0,0.0,2013-01,2,2013-01-01,2013-01-17,0.6019000000000001,0.6019000000000001,0.5941000000000001,0.6097,0.389,0.389,0.3826,0.3954,0.03965,0.07485,0.30095,0.1213,0.0,0.0,2116,True,,,False
ASG0011u2e,train_blank,U13,2013-01-27T13:33:01,35.13425445104755,-2.627638268477779,ok,56.51317596435547,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.01.tif,0.0,0.0,0.0,2013-01,2,2013-01-01,2013-01-17,0.6019000000000001,0.6019000000000001,0.5941000000000001,0.6097,0.389,0.389,0.3826,0.3954,0.03965,0.07485,0.30095,0.1213,0.0,0.0,2116,True,,,False
ASG0011u82,train_blank,U13,2013-02-28T11:09:23,35.13425445104755,-2.627638268477779,ok,28.523895263671875,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.02.tif,0.0,0.0,0.0,2013-02,2,2013-02-02,2013-02-18,0.42115,0.42115,0.3634,0.4789,0.27375,0.27375,0.2551,0.2924,0.0656,0.11275,0.2714,0.1808,0.0,0.0,2116,True,,,False
ASG0011ube,train_blank,U13,2013-02-28T17:50:04,35.13425445104755,-2.627638268477779,ok,28.523895263671875,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.02.tif,0.0,0.0,0.0,2013-02,2,2013-02-02,2013-02-18,0.42115,0.42115,0.3634,0.4789,0.27375,0.27375,0.2551,0.2924,0.0656,0.11275,0.2714,0.1808,0.0,0.0,2116,True,,,False
ASG0011un8,train_blank,U13,2013-03-03T18:03:29,35.13425445104755,-2.627638268477779,ok,165.59051513671875,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.03.tif,0.0,0.0,0.0,2013-03,2,2013-03-06,2013-03-22,0.32005,0.32005,0.3081,0.332,0.23315,0.23315,0.2257,0.2406,0.08795,0.15845,0.30745,0.2401,0.5,0.0,2120,True,,,False
ASG0011v4h,train_blank,U13,2013-03-06T14:29:08,35.13425445104755,-2.627638268477779,ok,165.59051513671875,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.03.tif,0.0,0.0,0.0,2013-03,2,2013-03-06,2013-03-22,0.32005,0.32005,0.3081,0.332,0.23315,0.23315,0.2257,0.2406,0.08795,0.15845,0.30745,0.2401,0.5,0.0,2120,True,,,False
ASG0011vf6,train_blank,U13,2013-03-09T12:44:39,35.13425445104755,-2.627638268477779,ok,165.59051513671875,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.03.tif,0.0,0.0,0.0,2013-03,2,2013-03-06,2013-03-22,0.32005,0.32005,0.3081,0.332,0.23315,0.23315,0.2257,0.2406,0.08795,0.15845,0.30745,0.2401,0.5,0.0,2120,True,,,False
ASG0011vo9,train_blank,U13,2013-03-12T18:00:45,35.13425445104755,-2.627638268477779,ok,165.59051513671875,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.03.tif,0.0,0.0,0.0,2013-03,2,2013-03-06,2013-03-22,0.32005,0.32005,0.3081,0.332,0.23315,0.23315,0.2257,0.2406,0.08795,0.15845,0.30745,0.2401,0.5,0.0,2120,True,,,False
ASG0011vs2,train_blank,U13,2013-03-13T19:21:29,35.13425445104755,-2.627638268477779,ok,165.59051513671875,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.03.tif,0.0,0.0,0.0,2013-03,2,2013-03-06,2013-03-22,0.32005,0.32005,0.3081,0.332,0.23315,0.23315,0.2257,0.2406,0.08795,0.15845,0.30745,0.2401,0.5,0.0,2120,True,,,False
ASG0011w1z,train_blank,V10,2013-02-05T08:43:36,35.15641349878842,-2.5687992312630383,ok,25.81854248046875,data/raw/environment/chirps_v3_monthly_africa/2013/chirps-v3.0.2013.02.tif,0.0,0.0,0.0,2013-02,2,2013-02-02,2013-02-18,0.448,0.448,0.3518,0.5442,0.2814,0.2814,0.2456,0.3172,0.0587,0.1083,0.274,0.16105,0.0,0.0,2116,True,,,False
ASG0000010,train_core,B05,2010-08-09T16:05:02,34.75354439362859,-2.469982838726765,ok,0.8806554079055786,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2019,0.2019,0.1914,0.2124,0.09205,0.09205,0.0782,0.1059,0.0535,0.10135,0.1518,0.21425,0.5,0.0,2116,True,,,False
ASG000001b,train_core,B06,2010-07-22T04:49:22,34.75421148588886,-2.491811520068189,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.31325,0.31325,0.2957,0.3308,0.1778,0.1778,0.17,0.1856,0.059,0.11365,0.21725,0.19695,0.0,0.0,2116,True,,,False
ASG0000023,train_core,B06,2010-07-31T10:51:36,34.75421148588886,-2.491811520068189,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.31325,0.31325,0.2957,0.3308,0.1778,0.1778,0.17,0.1856,0.059,0.11365,0.21725,0.19695,0.0,0.0,2116,True,,,False
ASG0000077,train_core,C04,2010-07-29T12:19:12,34.77469159920282,-2.450232277415553,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2311,0.2311,0.2277,0.2345,0.0675,0.0675,0.0557,0.0793,0.02515,0.05575,0.0894,0.15445,0.0,0.0,2116,True,,,False
ASG00000nr,train_core,D04,2010-07-20T14:40:44,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000nw,train_core,D04,2010-07-20T16:28:02,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000o6,train_core,D04,2010-07-21T14:30:36,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000om,train_core,D04,2010-07-23T22:41:00,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000pf,train_core,D04,2010-07-24T21:37:00,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000pg,train_core,D04,2010-07-24T21:40:52,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000pk,train_core,D04,2010-07-25T04:44:26,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000pw,train_core,D04,2010-07-25T23:48:12,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000qz,train_core,D04,2010-07-30T12:32:30,34.79533386393608,-2.450204643413852,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2549,0.2549,0.2532,0.2566,0.129,0.129,0.115,0.143,0.0503,0.1142,0.1925,0.21595,0.0,0.0,2116,True,,,False
ASG00000ut,train_core,D04,2010-08-17T10:02:10,34.79533386393608,-2.450204643413852,ok,0.8806554079055786,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.23495,0.23495,0.2272,0.2427,0.14035,0.14035,0.1384,0.1423,0.06945,0.1437999999999999,0.2323,0.2552999999999999,0.0,0.0,2116,True,,,False
ASG00000ve,train_core,D04,2010-08-18T15:06:04,34.79533386393608,-2.450204643413852,ok,0.8806554079055786,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.23495,0.23495,0.2272,0.2427,0.14035,0.14035,0.1384,0.1423,0.06945,0.1437999999999999,0.2323,0.2552999999999999,0.0,0.0,2116,True,,,False
ASG00000vv,train_core,D05,2010-07-21T08:55:28,34.79566899570599,-2.472232212636454,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.23185,0.23185,0.2276,0.2361,0.07455,0.07455,0.066,0.0831,0.0273,0.06315,0.1014,0.153,0.5,0.0,2116,True,,,False
ASG00000w9,train_core,D05,2010-07-22T14:18:14,34.79566899570599,-2.472232212636454,ok,6.151086807250977,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.23185,0.23185,0.2276,0.2361,0.07455,0.07455,0.066,0.0831,0.0273,0.06315,0.1014,0.153,0.5,0.0,2116,True,,,False
ASG00000z8,train_core,D05,2010-08-07T07:26:44,34.79566899570599,-2.472232212636454,ok,0.8806554079055786,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2401,0.2401,0.2187,0.2615,0.1077,0.1077,0.0982,0.1172,0.04325,0.0961,0.15675,0.2293,1.0,1.0,2185,True,,,False
ASG000010o,train_core,D07,2010-08-01T13:10:20,34.794840664221134,-2.5112164240356374,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2557,0.2557,0.2211,0.2903,0.09095,0.09095,0.0727,0.1092,0.0322,0.06645,0.1128,0.18315,1.0,1.0,2185,True,,,False
ASG000014c,train_core,D07,2010-08-12T12:43:38,34.794840664221134,-2.5112164240356374,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2557,0.2557,0.2211,0.2903,0.09095,0.09095,0.0727,0.1092,0.0322,0.06645,0.1128,0.18315,1.0,1.0,2185,True,,,False
ASG000014i,train_core,D07,2010-08-12T15:25:32,34.794840664221134,-2.5112164240356374,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2557,0.2557,0.2211,0.2903,0.09095,0.09095,0.0727,0.1092,0.0322,0.06645,0.1128,0.18315,1.0,1.0,2185,True,,,False
ASG000015c,train_core,D07,2010-08-14T13:40:04,34.794840664221134,-2.5112164240356374,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2557,0.2557,0.2211,0.2903,0.09095,0.09095,0.0727,0.1092,0.0322,0.06645,0.1128,0.18315,1.0,1.0,2185,True,,,False
ASG000015f,train_core,D07,2010-08-14T14:02:32,34.794840664221134,-2.5112164240356374,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2557,0.2557,0.2211,0.2903,0.09095,0.09095,0.0727,0.1092,0.0322,0.06645,0.1128,0.18315,1.0,1.0,2185,True,,,False
ASG0000176,train_core,D07,2010-08-17T13:43:20,34.794840664221134,-2.5112164240356374,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2557,0.2557,0.2211,0.2903,0.09095,0.09095,0.0727,0.1092,0.0322,0.06645,0.1128,0.18315,1.0,1.0,2185,True,,,False
ASG000017c,train_core,D07,2010-08-17T14:43:14,34.794840664221134,-2.5112164240356374,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2557,0.2557,0.2211,0.2903,0.09095,0.09095,0.0727,0.1092,0.0322,0.06645,0.1128,0.18315,1.0,1.0,2185,True,,,False
ASG000017z,train_core,D08,2010-07-30T14:34:22,34.794987609741575,-2.533162846326899,ok,4.951972007751465,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2104,0.2104,0.1964,0.2244,0.05125,0.05125,0.0393,0.0632,0.0234,0.0441,0.068,0.138,0.5,0.0,2116,True,,,False
ASG000018g,train_core,D08,2010-08-04T18:01:26,34.794987609741575,-2.533162846326899,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.22955,0.22955,0.1957,0.2634,0.08155,0.08155,0.0674,0.0957,0.0363,0.0676,0.1081,0.17035,1.0,1.0,2185,True,,,False
ASG000018n,train_core,D08,2010-08-06T12:17:56,34.794987609741575,-2.533162846326899,ok,1.0950438976287842,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.22955,0.22955,0.1957,0.2634,0.08155,0.08155,0.0674,0.0957,0.0363,0.0676,0.1081,0.17035,1.0,1.0,2185,True,,,False
ASG00001al,train_core,D09,2010-08-01T14:54:38,34.795370987964716,-2.550352470688801,ok,1.5464684963226318,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2081,0.2081,0.2061,0.2101,0.1052,0.1052,0.0987,0.1117,0.06055,0.11095,0.1692,0.2486499999999999,0.0,0.0,2116,True,,,False
ASG00001c2,train_core,D09,2010-08-07T17:32:14,34.795370987964716,-2.550352470688801,ok,1.5464684963226318,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2081,0.2081,0.2061,0.2101,0.1052,0.1052,0.0987,0.1117,0.06055,0.11095,0.1692,0.2486499999999999,0.0,0.0,2116,True,,,False
ASG00001c9,train_core,D09,2010-08-08T12:14:34,34.795370987964716,-2.550352470688801,ok,1.5464684963226318,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2081,0.2081,0.2061,0.2101,0.1052,0.1052,0.0987,0.1117,0.06055,0.11095,0.1692,0.2486499999999999,0.0,0.0,2116,True,,,False
ASG00001dv,train_core,E04,2010-07-21T11:30:52,34.814808336300196,-2.451064455389564,ok,6.6293625831604,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.29135,0.29135,0.2754,0.3073,0.18595,0.18595,0.1767,0.1952,0.06955,0.1484,0.27025,0.2369,0.0,0.0,2116,True,,,False
ASG00001fr,train_core,E04,2010-08-05T13:35:48,34.814808336300196,-2.451064455389564,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2462,0.2462,0.2438,0.2486,0.1751,0.1751,0.1693,0.1809,0.0917,0.18965,0.3134,0.291,0.0,0.0,2116,True,,,False
ASG00001g3,train_core,E04,2010-08-17T06:22:46,34.814808336300196,-2.451064455389564,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2462,0.2462,0.2438,0.2486,0.1751,0.1751,0.1693,0.1809,0.0917,0.18965,0.3134,0.291,0.0,0.0,2116,True,,,False
ASG00001il,train_core,E05,2010-07-24T13:21:34,34.81395125516813,-2.4688253087265943,ok,6.6293625831604,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.30665,0.30665,0.3021,0.3112,0.1698,0.1698,0.1481,0.1915,0.05395,0.11615,0.21925,0.17335,0.0,0.0,2116,True,,,False
ASG00001j8,train_core,E05,2010-07-24T14:51:12,34.81395125516813,-2.4688253087265943,ok,6.6293625831604,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.30665,0.30665,0.3021,0.3112,0.1698,0.1698,0.1481,0.1915,0.05395,0.11615,0.21925,0.17335,0.0,0.0,2116,True,,,False
ASG00001ji,train_core,E06,2010-07-24T14:59:20,34.813629661380055,-2.4901663076832534,ok,6.6293625831604,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2958,0.2958,0.2669,0.3247,0.1739,0.1739,0.1401,0.2077,0.0647,0.11985,0.2236,0.2107,0.0,0.0,2116,True,,,False
ASG00001jq,train_core,E06,2010-07-30T14:05:36,34.813629661380055,-2.4901663076832534,ok,6.6293625831604,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.07.tif,0.0,0.0,0.0,2010-07,2,2010-07-12,2010-07-28,0.2958,0.2958,0.2669,0.3247,0.1739,0.1739,0.1401,0.2077,0.0647,0.11985,0.2236,0.2107,0.0,0.0,2116,True,,,False
ASG00001jv,train_core,E06,2010-08-05T01:57:20,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001k4,train_core,E06,2010-08-06T17:10:22,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001ka,train_core,E06,2010-08-08T11:06:20,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001kc,train_core,E06,2010-08-08T11:37:50,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001kd,train_core,E06,2010-08-08T11:42:58,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001km,train_core,E06,2010-08-09T11:57:14,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001kq,train_core,E06,2010-08-09T12:20:36,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001kr,train_core,E06,2010-08-09T12:36:58,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001ky,train_core,E06,2010-08-09T12:52:54,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001kz,train_core,E06,2010-08-09T12:55:36,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001l0,train_core,E06,2010-08-09T12:57:14,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001l3,train_core,E06,2010-08-09T13:03:50,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001la,train_core,E06,2010-08-09T21:59:22,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001lb,train_core,E06,2010-08-09T22:12:36,34.813629661380055,-2.4901663076832534,ok,1.0594699382781982,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2701,0.2701,0.2679,0.2723,0.1482,0.1482,0.1293,0.1671,0.05615,0.1271,0.2209499999999999,0.23785,0.5,0.0,2116,True,,,False
ASG00001qn,train_core,E09,2010-08-06T13:11:44,34.81205221308038,-2.5522550600625955,ok,1.8563249111175537,data/raw/environment/chirps_v3_monthly_africa/2010/chirps-v3.0.2010.08.tif,0.0,0.0,0.0,2010-08,2,2010-08-13,2010-08-29,0.2617,0.2617,0.2515,0.2719,0.1801,0.1801,0.1761,0.1841,0.0824,0.1835,0.313,0.2466,0.0,0.0,2116,True,,,False
